20,1200,1,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0211","pop1","499","501","503","503","502","503","500","499","499","499","500","499","498","502","501","498","505","501","500","501","499","499","502","502","505","503","501","501","502","503","500","498","499","501","501","499","497","498","500","501"
"0212","pop1","499","500","501","501","502","501","500","502","500","498","500","499","500","499","502","502","505","505","500","501","500","500","498","502","505","505","501","501","502","501","500","498","502","504","499","500","502","498","501","501"
"0213","pop1","498","501","500","500","502","502","499","498","499","498","500","499","500","500","501","502","504","501","497","497","499","499","498","500","505","503","501","501","502","501","500","500","500","499","499","500","502","503","499","497"
"0214","pop1","498","501","500","501","502","501","500","499","498","498","500","500","500","499","502","502","506","502","502","501","499","500","498","502","503","503","501","502","502","501","499","498","503","502","499","498","498","498","500","500"
"0215","pop1","498","498","499","499","501","500","500","499","499","498","500","500","498","501","503","501","502","503","500","501","499","500","497","502","505","505","501","501","502","501","499","498","500","502","499","500","497","504","501","498"
"0216","pop1","498","498","500","503","502","502","500","499","500","497","500","500","500","498","503","503","505","501","502","501","499","501","499","498","505","503","501","502","502","502","498","498","503","499","501","499","497","498","497","497"
"0217","pop1","498","499","499","499","502","502","500","498","499","498","500","500","500","498","501","499","506","502","500","495","499","500","497","502","505","499","501","501","502","502","499","498","499","502","499","500","502","498","500","501"
"0218","pop1","501","500","500","502","501","500","500","499","500","497","500","499","500","500","503","498","504","505","500","503","499","502","502","502","505","505","503","504","500","501","498","498","501","501","497","498","502","506","501","497"
"0219","pop1","501","501","500","503","502","503","500","499","500","497","500","500","500","499","503","498","506","503","500","502","499","499","499","498","505","503","501","502","502","501","500","500","500","501","499","497","497","498","501","497"
"0220","pop1","501","501","501","503","502","501","499","499","498","497","500","500","500","497","503","502","506","502","500","497","499","499","499","498","505","499","501","500","502","501","498","498","503","502","501","499","502","502","500","500"
"0221","pop1","499","502","501","502","502","502","499","499","500","499","500","498","501","499","502","498","506","501","500","501","499","499","499","499","504","504","501","500","502","500","499","498","500","499","499","500","502","497","501","501"
"0222","pop1","498","501","501","503","502","503","500","499","499","497","500","499","500","499","501","502","504","501","498","495","499","499","497","498","505","505","501","502","502","502","499","498","499","499","497","498","497","497","500","498"
"0223","pop1","501","500","500","499","502","501","499","499","499","498","500","499","500","500","501","502","505","505","495","501","499","499","496","499","503","499","501","502","501","501","498","501","499","502","499","498","502","498","499","499"
"0224","pop1","498","500","501","504","502","501","499","502","499","498","500","500","500","501","503","501","505","502","498","500","499","500","499","501","505","505","501","501","502","502","500","500","499","501","499","498","502","504","501","497"
"0225","pop1","499","501","501","499","502","502","499","499","499","498","499","499","499","499","503","503","505","502","500","501","500","500","497","502","505","505","501","502","502","501","500","500","502","504","500","498","497","498","499","502"
"0226","pop1","501","501","501","499","502","503","499","499","498","497","500","500","500","502","503","503","502","502","498","495","503","500","500","500","505","505","501","503","502","502","500","498","503","504","500","498","502","504","499","501"
"0227","pop1","501","501","500","499","502","502","500","499","499","499","500","500","501","499","503","501","501","500","500","500","499","500","499","501","505","505","502","503","500","500","500","500","500","501","499","497","502","497","499","497"
"0228","pop1","498","499","500","501","502","501","499","499","500","498","499","499","500","501","503","502","502","502","500","502","500","500","499","500","505","503","501","500","500","501","499","498","499","502","499","500","497","497","500","501"
"0229","pop1","499","499","503","499","502","503","500","499","499","497","500","499","500","499","502","502","501","500","500","502","499","503","500","500","506","503","501","501","502","502","498","498","503","499","500","498","498","504","500","501"
"0230","pop1","498","501","501","499","502","501","500","499","499","499","500","499","500","500","502","499","504","502","500","495","499","503","497","502","503","499","502","502","502","501","499","499","501","501","499","500","504","503","500","497"
"0231","pop1","498","499","500","503","502","501","500","499","500","500","500","500","501","502","503","499","505","502","502","501","499","499","497","498","505","503","501","502","502","500","500","498","500","499","500","498","502","504","500","501"
"0232","pop1","498","499","500","499","502","502","499","499","499","498","500","500","500","501","503","501","504","501","500","495","500","501","499","500","505","503","502","502","503","500","499","500","500","503","501","500","502","497","499","501"
"0233","pop1","498","498","500","500","502","501","499","499","499","498","500","499","500","498","503","501","502","503","500","495","499","500","499","502","506","505","501","502","500","501","500","498","500","502","500","497","502","497","499","501"
"0234","pop1","498","499","501","499","502","503","500","499","499","499","500","500","500","499","503","498","504","503","500","501","503","502","497","499","505","503","502","503","502","501","500","498","499","502","498","496","502","496","499","501"
"0235","pop1","501","501","501","499","502","503","499","499","500","499","500","500","500","499","503","501","502","502","498","500","500","500","499","502","505","505","501","501","502","502","500","498","499","499","500","498","497","498","501","501"
"0236","pop1","501","500","499","502","502","501","500","499","499","499","500","500","500","500","501","502","502","502","500","502","500","497","497","502","505","503","502","502","500","500","499","500","499","501","500","497","497","503","500","501"
"0237","pop1","499","501","503","499","502","502","499","499","500","499","500","499","500","498","503","499","504","501","498","500","499","499","499","501","505","503","501","502","501","501","498","498","499","499","499","499","498","504","499","501"
"0238","pop1","499","501","500","500","502","502","499","499","500","497","499","499","500","499","503","503","504","506","500","499","499","499","497","502","505","504","501","502","502","502","498","498","500","499","499","498","497","503","500","499"
"0239","pop1","499","501","500","502","502","500","499","499","500","498","500","499","500","501","501","502","505","503","497","495","499","500","499","502","503","499","503","503","503","500","499","500","503","499","499","500","498","503","497","497"
"0240","pop1","501","501","501","503","501","503","499","498","499","498","500","500","501","502","502","499","502","502","502","501","499","503","496","498","505","499","501","502","502","502","500","498","500","499","501","500","502","502","501","501"
"0241","pop1","499","501","501","499","502","501","500","499","498","497","500","499","500","502","503","501","501","501","502","501","499","499","499","502","505","504","502","502","502","500","498","498","499","502","501","496","502","504","499","502"
"0242","pop1","498","501","500","499","502","501","500","498","499","498","499","499","500","497","503","502","504","500","501","499","501","497","502","500","505","505","501","501","502","501","498","498","500","501","499","500","497","503","499","497"
"0243","pop1","498","501","500","503","502","502","500","500","499","498","500","500","500","500","503","502","504","505","500","500","500","500","498","502","505","504","501","503","500","501","500","501","499","501","500","500","503","506","500","498"
"0244","pop1","499","501","499","504","502","501","499","499","500","500","499","499","498","501","503","499","502","501","502","499","499","499","499","500","506","499","501","502","502","503","498","498","499","501","500","498","502","502","500","499"
"0245","pop1","498","498","499","504","502","502","500","499","500","497","500","497","500","500","502","502","505","501","498","498","503","500","499","502","505","505","503","503","500","501","498","498","503","499","501","500","498","504","501","501"
"0246","pop1","498","499","500","499","502","502","499","501","500","499","499","501","498","499","503","498","504","505","500","495","499","499","497","499","505","503","502","502","502","501","499","498","502","502","499","498","497","504","501","497"
"0247","pop1","498","501","503","498","502","503","499","499","498","497","500","499","500","499","503","503","505","502","500","497","499","499","499","499","505","505","501","501","502","500","499","500","500","503","501","497","502","504","500","500"
"0248","pop1","499","501","500","501","502","501","500","499","498","497","500","500","500","499","503","501","502","501","500","502","503","498","499","498","503","500","501","503","502","503","499","498","500","500","499","500","502","497","499","497"
"0249","pop1","498","498","500","499","502","503","499","499","499","498","500","500","500","499","503","503","505","502","500","500","503","500","498","502","505","505","501","502","502","500","499","500","503","499","499","500","498","503","499","497"
"0250","pop1","498","498","500","500","502","502","499","498","500","498","500","501","500","500","503","499","505","501","500","495","499","500","497","499","505","504","501","501","502","502","500","498","503","501","499","499","502","506","500","499"
"0251","pop1","498","499","499","504","502","502","500","499","497","496","500","499","500","502","503","498","505","501","498","495","499","499","499","502","505","505","501","501","502","500","500","498","499","502","499","499","502","504","499","501"
"0252","pop1","499","499","500","499","502","502","500","499","500","498","500","499","499","497","503","502","506","501","497","497","499","499","499","502","505","505","501","502","503","501","500","498","503","499","499","496","502","502","501","497"
"0253","pop1","499","501","500","499","502","500","500","498","498","497","500","500","500","502","501","502","506","502","500","495","499","499","498","498","505","504","501","502","500","501","499","500","503","502","500","498","502","504","500","501"
"0254","pop1","498","501","503","503","501","500","499","499","499","498","499","499","500","499","501","501","504","502","500","502","499","500","499","499","505","505","501","502","503","500","499","500","499","504","500","500","502","497","501","497"
"0255","pop1","501","500","501","504","502","502","499","502","498","497","500","499","499","502","501","502","502","502","500","500","499","500","499","500","504","500","502","503","502","502","499","498","499","504","499","498","502","504","501","501"
"0256","pop1","499","499","500","503","502","500","499","499","499","497","499","499","500","500","501","502","504","505","498","502","499","500","497","502","504","503","501","501","500","501","498","498","499","502","501","500","502","504","501","501"
"0257","pop1","499","499","503","499","502","503","500","499","499","498","499","499","500","500","501","502","504","505","495","501","503","500","499","500","505","505","501","501","502","502","499","498","499","502","500","500","502","502","500","501"
"0258","pop1","498","498","501","501","502","501","499","499","499","498","500","498","501","499","501","502","502","502","500","500","499","500","498","502","505","503","501","502","501","501","498","498","499","502","499","500","498","503","499","498"
"0259","pop1","498","498","501","501","502","501","500","500","500","498","499","498","500","499","502","499","506","501","498","501","499","499","498","502","505","499","502","503","502","503","498","501","499","502","499","500","502","498","501","501"
"0260","pop1","498","501","500","499","502","500","499","502","500","498","500","499","500","502","503","499","506","502","500","500","499","503","501","500","505","505","501","503","503","501","499","498","503","499","501","500","502","502","500","501"
"0261","pop1","499","501","501","503","502","501","499","499","499","499","499","499","500","500","501","499","504","501","495","502","500","500","499","502","506","503","501","503","502","503","499","500","503","502","499","500","498","506","501","497"
"0262","pop1","498","501","499","499","502","500","500","499","498","497","500","498","500","501","503","502","502","502","498","500","503","504","499","502","505","505","501","503","502","503","499","500","501","504","499","500","502","498","499","497"
"0263","pop1","499","502","500","504","502","500","500","499","498","497","500","500","500","500","503","502","505","506","500","495","499","499","499","502","506","505","501","502","502","502","500","498","503","502","500","498","497","504","501","498"
"0264","pop1","499","501","500","499","502","501","499","499","499","498","500","500","500","500","502","502","505","501","497","497","503","500","499","502","505","505","501","502","502","502","498","498","500","502","499","500","502","504","500","497"
"0265","pop1","498","501","503","499","502","503","500","499","500","497","500","499","500","500","502","499","505","502","498","500","499","503","502","500","505","505","501","502","502","502","500","498","503","499","500","500","502","497","499","501"
"0266","pop1","498","498","500","499","502","502","499","499","498","498","499","501","500","497","503","501","502","503","500","500","499","500","499","502","505","505","501","503","503","501","499","500","503","501","501","498","502","497","499","501"
"0267","pop1","498","501","500","499","502","501","499","499","500","498","500","499","500","501","503","501","504","504","500","500","499","500","502","502","505","505","501","500","503","503","500","501","501","501","499","497","502","498","499","501"
"0268","pop1","498","500","499","502","502","502","500","499","500","499","500","500","500","500","501","502","504","501","498","500","499","498","499","502","505","504","502","502","502","501","500","498","500","503","499","500","502","497","500","500"
"0269","pop1","499","499","500","501","502","502","499","498","498","497","499","499","500","500","501","499","504","505","498","499","499","499","497","498","505","504","501","502","502","501","500","498","502","501","500","497","502","502","500","500"
"0270","pop1","498","501","501","502","502","502","499","498","500","498","500","501","500","500","503","502","505","501","498","500","499","497","502","502","506","503","501","503","502","500","499","499","503","499","499","500","502","504","501","498"
"0271","pop1","499","499","499","504","501","503","499","501","499","497","499","499","500","500","503","503","504","504","500","502","499","499","498","502","505","500","501","503","502","500","500","498","499","499","499","499","498","498","501","496"
"0272","pop1","499","501","500","503","502","502","499","499","498","498","499","499","500","502","503","502","506","502","495","502","499","499","499","498","505","503","501","501","502","500","499","498","503","499","500","498","497","504","501","501"
"0273","pop1","498","499","501","503","502","502","499","499","500","498","500","499","498","497","502","502","505","502","498","500","500","497","499","498","505","505","501","501","502","503","500","501","499","502","500","497","498","506","501","501"
"0274","pop1","499","501","501","499","502","501","499","502","499","498","500","500","500","501","502","502","505","506","500","501","499","499","501","501","505","503","501","501","502","500","499","499","500","504","500","500","502","497","500","499"
"0275","pop1","499","499","500","501","502","501","500","499","498","497","499","501","500","500","501","499","501","503","500","501","499","500","496","502","505","505","501","501","503","503","498","498","500","499","501","499","502","497","501","498"
"0276","pop1","498","499","501","503","502","502","500","502","500","499","500","498","500","500","503","499","505","506","498","499","499","499","497","502","505","505","501","502","502","500","500","500","499","502","499","498","502","498","499","501"
"0277","pop1","498","498","500","499","502","502","499","499","500","500","500","501","500","500","503","502","505","506","502","501","499","499","497","502","505","504","501","500","502","500","499","500","502","501","500","500","497","497","500","499"
"0278","pop1","498","498","501","499","502","503","499","499","499","497","500","499","500","503","503","502","505","502","498","500","499","499","497","499","505","499","501","504","500","500","500","498","502","502","499","500","502","497","499","501"
"0279","pop1","498","501","503","499","502","501","500","499","500","498","500","499","500","499","498","499","502","503","495","501","503","500","499","502","505","499","501","503","502","500","499","500","499","499","500","497","502","498","500","501"
"0280","pop1","501","500","500","504","502","500","499","499","499","498","499","498","500","500","503","502","506","506","500","495","499","503","499","498","506","504","501","502","500","500","499","500","500","501","500","500","497","504","501","501"
"0281","pop1","498","499","503","499","502","502","499","498","499","498","500","500","500","502","501","501","505","502","498","500","499","499","502","502","504","503","502","503","502","500","499","498","500","501","500","498","502","496","499","501"
"0282","pop1","499","501","499","499","502","503","500","499","498","498","500","500","500","501","503","501","502","501","501","501","499","500","499","501","505","505","501","502","502","500","498","498","500","499","499","498","497","498","500","499"
"0283","pop1","501","501","501","504","501","501","499","499","500","498","500","499","500","502","503","501","502","500","500","500","499","499","499","498","505","504","501","501","502","502","499","497","499","502","500","498","502","502","499","501"
"0284","pop1","499","501","503","499","502","503","499","499","498","497","500","500","500","501","503","503","505","502","498","498","499","499","498","498","506","499","501","501","502","503","500","500","500","502","500","497","497","497","500","498"
"0285","pop1","499","499","503","499","502","502","499","499","499","498","500","499","500","500","501","502","504","502","500","495","503","500","497","498","505","505","501","501","502","502","499","498","503","499","500","500","497","498","501","498"
"0286","pop1","499","501","500","501","502","503","499","499","500","500","500","500","502","497","503","499","505","502","495","499","499","499","497","499","505","505","501","502","502","500","499","498","500","501","499","498","497","498","500","501"
"0287","pop1","498","501","500","501","502","502","500","499","499","498","500","500","500","499","501","498","504","503","500","501","499","499","499","502","505","505","501","502","502","502","500","498","500","503","501","499","498","504","500","501"
"0288","pop1","499","501","503","499","502","502","500","499","499","498","500","500","498","501","503","501","505","502","498","500","499","499","497","501","505","505","502","502","502","500","500","500","500","499","500","500","497","497","499","501"
"0289","pop1","498","499","499","504","502","501","499","499","498","498","499","499","500","499","501","502","505","501","500","497","503","500","499","502","505","499","501","502","500","500","499","500","499","501","499","498","502","497","499","497"
"0290","pop1","498","501","500","499","502","502","499","502","498","498","500","499","498","497","501","499","506","502","500","500","499","499","499","498","506","505","501","502","500","500","498","498","503","503","500","498","502","502","500","499"
"0291","pop1","498","501","499","502","502","502","499","502","500","499","499","498","498","499","502","499","506","502","498","497","499","503","499","502","505","499","501","503","500","500","499","498","503","499","499","498","502","502","499","499"
"0292","pop1","499","501","503","499","502","503","499","502","499","498","500","499","500","500","503","501","502","503","501","499","503","498","499","502","505","499","501","503","502","501","499","500","503","504","501","500","502","497","497","498"
"0293","pop1","501","501","500","501","501","503","500","499","500","498","500","500","500","498","501","502","504","502","500","500","499","504","497","499","506","505","501","503","503","500","499","498","500","499","499","497","502","502","500","501"
"0294","pop1","498","499","501","499","502","502","499","499","498","498","500","500","500","501","503","502","505","506","498","500","499","499","498","502","506","505","501","502","502","501","500","498","503","502","500","500","497","497","499","498"
"0295","pop1","498","499","500","500","502","503","499","499","500","499","500","500","500","499","501","502","504","505","500","500","500","500","499","499","506","505","503","500","502","503","499","498","500","500","500","500","497","497","500","499"
"0296","pop1","501","501","501","499","502","503","500","499","500","500","500","499","500","501","503","503","504","502","500","495","499","499","499","498","504","503","501","502","502","501","499","500","499","499","500","498","502","498","501","501"
"0297","pop1","498","502","501","501","502","500","500","499","498","498","499","499","500","502","501","502","502","502","500","497","499","500","497","498","505","499","501","501","502","500","499","498","500","501","500","497","502","503","500","499"
"0298","pop1","499","499","499","504","502","501","499","499","500","498","499","499","500","500","503","499","506","502","500","501","499","499","502","502","504","503","501","503","502","500","500","498","503","499","499","498","502","497","501","497"
"0299","pop1","498","501","500","500","502","500","499","499","499","498","500","500","500","497","501","501","504","506","501","501","499","499","497","502","505","499","501","500","500","501","499","500","499","499","499","500","503","506","499","497"
"0300","pop1","499","501","499","499","501","503","499","499","500","500","500","499","500","499","503","503","506","503","498","500","499","500","499","499","506","503","500","500","502","503","499","499","503","501","499","499","497","497","497","497"
"0301","pop1","498","499","499","504","502","503","499","499","499","497","500","500","500","500","501","502","501","501","498","500","499","502","496","502","506","505","502","502","502","500","500","498","503","502","499","500","503","503","500","497"
"0302","pop1","499","501","501","502","502","501","499","499","498","497","500","499","500","501","501","499","504","501","500","497","499","503","496","500","505","499","501","502","502","501","500","501","499","501","501","498","502","497","500","499"
"0303","pop1","499","499","500","500","502","502","500","499","500","498","500","500","500","500","503","502","504","504","498","501","499","500","499","501","505","499","501","501","502","502","499","500","499","501","500","500","498","498","499","501"
"0304","pop1","498","499","500","499","502","501","499","499","499","498","500","500","499","499","501","502","505","503","498","502","499","499","497","498","505","499","501","501","502","501","500","500","503","499","500","500","502","497","499","499"
"0305","pop1","498","499","500","499","502","500","499","499","499","498","500","500","500","499","503","502","502","502","500","495","499","498","496","497","505","504","502","502","502","500","499","498","503","501","499","499","502","497","500","501"
"0306","pop1","499","501","500","500","502","502","500","499","500","500","500","499","500","500","503","502","504","502","500","501","499","500","502","502","505","499","501","502","502","502","498","498","500","502","500","500","502","498","501","501"
"0307","pop1","501","500","501","499","501","501","499","499","498","497","500","500","500","500","502","498","504","504","500","499","499","499","499","498","506","504","503","503","502","502","500","500","500","501","500","498","498","503","500","497"
"0308","pop1","498","501","501","503","502","502","499","499","499","497","500","499","500","499","503","503","504","502","500","495","500","500","502","502","505","503","501","502","502","500","500","498","503","499","499","497","498","504","499","501"
"0309","pop1","498","499","500","504","502","503","499","502","500","499","500","499","501","499","501","498","504","503","500","497","499","503","502","502","505","505","501","501","503","500","498","498","503","504","501","500","504","504","499","501"
"0310","pop1","499","501","500","501","502","501","499","499","500","497","499","499","500","498","501","502","504","502","495","501","499","499","498","502","505","504","501","502","500","500","498","498","500","499","499","497","497","497","498","498"
"0311","pop1","499","501","500","499","502","502","500","499","499","498","499","499","500","502","503","502","502","501","500","501","499","500","498","501","504","504","501","502","500","500","499","499","503","499","500","498","497","498","499","501"
"0312","pop1","498","498","499","499","502","502","500","499","499","498","500","499","500","498","503","503","504","502","500","495","499","500","497","499","505","499","501","501","502","503","499","500","503","499","499","498","497","498","501","497"
"0313","pop1","499","501","501","502","502","502","499","498","499","498","500","499","501","499","503","502","505","505","495","501","499","500","499","500","506","505","502","503","502","501","500","498","499","502","499","499","502","497","499","501"
"0314","pop1","498","498","500","500","502","503","499","499","499","498","500","499","500","500","499","499","502","501","500","500","499","503","498","501","503","503","502","503","502","502","497","500","500","503","499","500","502","498","500","501"
"0315","pop1","499","501","499","504","502","502","499","499","500","497","500","500","500","498","503","502","505","501","500","501","499","499","497","500","505","505","501","501","502","503","500","498","499","499","500","498","497","497","499","498"
"0316","pop1","499","501","499","499","502","502","499","501","500","499","500","499","500","500","501","501","504","502","500","502","499","499","497","500","505","505","501","501","500","501","498","498","499","499","501","499","504","503","500","501"
"0317","pop1","499","501","501","503","502","500","500","499","498","498","500","500","500","500","501","502","505","500","500","501","499","499","499","499","505","505","502","502","500","501","498","498","503","503","500","498","502","497","500","500"
"0318","pop1","498","499","500","499","503","500","499","498","498","498","500","498","501","501","501","502","502","501","500","501","501","504","499","502","505","504","501","502","503","501","499","500","499","504","499","500","504","506","501","497"
"0319","pop1","501","501","500","501","502","502","500","500","500","498","500","498","501","501","503","502","505","501","498","500","499","503","497","498","506","499","501","501","503","501","499","500","499","504","501","499","498","505","500","501"
"0320","pop1","499","499","500","500","500","500","500","499","499","498","500","499","500","499","503","502","502","502","501","501","499","500","499","501","505","504","503","503","502","500","500","498","503","502","500","497","497","504","500","501"
"0321","pop1","499","501","500","503","502","503","500","499","500","499","499","499","498","501","503","502","504","502","500","502","498","497","497","497","505","505","501","501","502","501","499","498","503","502","499","500","497","503","499","501"
"0322","pop1","499","500","501","499","502","500","500","499","500","499","499","499","500","498","502","499","505","502","500","501","501","498","497","500","505","503","501","503","502","501","499","498","500","502","501","498","497","503","499","501"
"0323","pop1","498","500","500","501","502","502","499","499","500","499","500","500","500","501","501","502","505","503","500","501","499","500","499","499","506","505","501","501","502","500","498","498","500","502","500","497","498","498","501","496"
"0324","pop1","501","501","499","505","502","502","500","499","498","498","500","499","500","501","503","503","504","506","498","495","499","498","497","502","505","504","503","500","500","501","500","500","503","502","500","500","503","501","501","501"
"0325","pop1","499","501","500","499","501","503","500","499","500","500","500","499","500","502","501","502","506","506","500","500","499","503","499","502","505","503","501","503","502","502","499","500","500","499","500","500","502","497","499","501"
"0326","pop1","501","502","500","502","502","501","499","499","499","498","500","499","499","502","503","502","504","504","500","495","499","501","497","499","506","505","501","502","502","500","498","498","500","499","500","500","502","504","500","499"
"0327","pop1","499","499","500","499","502","501","499","502","498","498","500","499","500","501","502","499","505","501","500","501","499","500","497","502","505","500","502","502","503","501","500","498","499","502","499","499","497","506","500","500"
"0328","pop1","501","501","500","503","502","501","499","498","498","498","500","500","500","499","503","498","502","502","500","500","500","500","502","502","505","504","501","502","502","503","499","498","502","501","499","500","502","497","501","497"
"0329","pop1","499","501","499","499","502","503","500","498","500","499","499","499","500","499","501","502","505","506","497","502","499","500","499","498","506","505","501","502","502","500","499","500","503","502","499","499","497","498","500","501"
"0330","pop1","499","501","504","504","502","502","499","499","499","498","500","500","500","501","503","501","506","502","498","498","499","499","498","498","505","503","502","502","502","501","500","498","500","501","499","499","497","498","500","500"
"0331","pop1","499","501","500","501","502","502","500","499","498","498","500","499","500","499","499","499","505","502","500","495","499","500","502","501","505","505","501","503","500","501","500","498","502","501","500","497","498","504","499","501"
"0332","pop1","498","499","500","501","502","501","499","499","499","498","500","500","501","501","501","499","502","500","500","500","499","500","499","498","505","503","501","502","502","500","499","498","503","499","499","500","502","502","500","497"
"0333","pop1","499","501","500","501","502","502","500","499","500","498","500","500","500","498","503","502","505","506","500","500","499","500","499","498","505","503","502","502","502","503","500","498","499","502","501","498","504","504","497","497"
"0334","pop1","499","501","504","505","502","502","499","499","499","498","499","499","500","499","503","501","502","502","500","500","499","503","497","500","505","504","501","502","502","501","498","498","499","502","501","498","497","503","501","497"
"0335","pop1","498","499","500","499","502","503","499","502","500","499","500","500","500","500","501","502","501","501","500","502","499","499","502","502","505","499","501","502","502","500","500","498","500","502","500","500","502","497","501","501"
"0336","pop1","499","501","500","499","502","501","500","499","500","498","500","500","500","500","503","501","504","504","500","502","503","498","502","502","505","505","503","503","500","500","500","500","500","499","500","500","502","498","499","499"
"0337","pop1","498","499","499","499","502","500","499","502","500","497","499","499","500","499","503","499","506","502","495","502","499","499","496","502","505","505","502","502","503","500","499","498","502","501","500","498","497","496","501","501"
"0338","pop1","499","501","501","501","502","501","500","502","499","498","500","499","498","502","502","499","504","506","501","503","499","500","496","499","505","505","501","501","502","503","500","498","503","501","499","500","502","497","501","496"
"0339","pop1","499","499","500","504","501","501","500","499","499","498","499","499","500","500","501","499","505","502","495","501","499","499","496","499","505","505","501","503","502","503","499","500","500","502","499","499","502","504","499","498"
"0340","pop1","498","499","500","499","501","501","499","502","500","497","500","499","500","499","501","501","502","501","500","502","499","499","496","502","504","503","501","502","502","501","499","498","503","501","499","499","497","498","499","501"
"0341","pop1","498","498","500","501","502","502","499","501","499","498","499","501","500","501","501","502","505","502","500","495","503","500","498","502","505","503","501","501","502","500","500","500","502","501","500","498","497","497","499","501"
"0342","pop1","499","501","500","501","503","500","500","499","500","498","500","500","500","501","503","501","502","500","500","501","499","499","498","502","505","504","502","503","502","500","500","500","500","503","500","500","502","504","501","497"
"0343","pop1","498","499","499","504","502","500","500","499","500","498","500","499","500","500","503","499","504","504","500","502","503","500","497","497","505","504","501","502","501","501","499","499","500","499","499","500","502","502","497","498"
"0344","pop1","501","501","500","500","502","502","499","499","499","499","500","499","500","498","502","502","505","502","501","501","500","501","497","501","505","503","501","501","500","501","499","499","500","503","501","501","498","499","500","497"
"0345","pop1","498","498","500","504","502","501","499","499","498","498","500","499","500","500","503","503","505","502","500","502","499","500","497","498","505","504","501","502","502","502","498","498","500","499","501","500","502","497","500","501"
"0346","pop1","498","498","499","499","501","501","500","499","500","498","500","499","500","500","502","502","502","501","498","500","500","500","497","499","503","499","501","501","502","502","499","500","500","502","501","497","497","498","500","499"
"0347","pop1","499","501","500","502","502","502","499","499","500","498","500","498","500","500","502","499","502","502","498","501","499","500","497","499","505","505","501","502","503","501","499","498","500","502","499","497","502","497","501","501"
"0348","pop1","499","501","500","503","502","502","500","499","500","499","500","499","500","499","503","502","502","500","498","503","499","499","499","499","505","504","501","502","502","502","499","498","503","502","500","500","497","504","499","498"
"0349","pop1","498","499","499","504","502","501","499","502","499","497","499","499","501","499","502","499","504","505","500","500","499","503","498","498","505","505","501","501","502","503","500","498","499","501","501","500","502","497","499","501"
"0350","pop1","498","499","500","499","502","502","499","502","499","498","500","498","500","499","502","498","504","506","501","503","499","499","497","498","505","505","501","501","502","500","499","498","499","501","499","497","502","497","501","501"
"0351","pop1","501","501","500","504","503","500","499","499","499","497","499","499","500","497","503","503","505","502","500","501","499","499","498","502","506","504","501","500","502","500","499","498","503","501","500","498","498","504","499","501"
"0352","pop1","499","500","500","499","502","502","500","499","500","498","499","501","500","499","502","502","504","504","498","500","499","499","497","500","505","499","501","502","502","502","499","500","500","500","501","498","502","503","499","499"
"0353","pop1","499","501","501","499","502","503","499","499","500","497","499","498","500","499","503","501","504","501","495","501","499","499","499","502","505","503","501","501","502","502","499","500","499","501","500","497","497","504","499","497"
"0354","pop1","498","498","500","499","501","501","500","499","499","499","499","499","500","501","502","502","505","506","499","499","499","504","496","498","503","502","502","503","500","500","498","498","503","502","500","498","502","497","501","501"
"0355","pop1","498","499","500","499","501","503","500","499","500","499","500","500","500","500","502","502","505","501","500","500","499","503","496","499","506","505","501","502","501","501","500","498","499","501","500","500","497","497","496","502"
"0356","pop1","498","500","499","502","502","502","499","499","498","497","500","500","500","498","501","498","505","503","498","501","499","503","498","502","505","505","501","500","502","502","499","499","499","501","500","497","502","498","500","501"
"0357","pop1","501","501","500","501","502","501","499","499","499","497","500","499","500","500","501","502","505","502","502","501","499","500","497","502","504","504","501","501","503","499","500","498","503","503","499","500","497","498","499","498"
"0358","pop1","499","501","500","503","501","500","499","499","499","498","500","499","500","500","503","503","505","502","500","501","499","500","499","500","505","505","501","502","503","501","500","498","503","499","500","500","497","504","499","501"
"0359","pop1","501","502","500","504","502","501","499","499","499","498","500","499","498","501","502","499","504","502","500","497","500","500","499","502","503","499","501","502","500","500","500","498","499","501","501","499","504","504","500","499"
"0360","pop1","498","498","500","504","502","503","499","499","500","497","500","499","500","500","501","502","504","502","500","501","499","499","497","498","505","504","501","501","500","501","500","498","503","503","499","500","502","498","501","497"
"0361","pop1","499","501","500","499","502","502","499","499","499","498","500","501","500","500","503","499","504","502","498","501","503","502","498","502","505","504","501","501","502","500","499","498","500","501","500","498","502","497","499","499"
"0362","pop1","498","499","500","499","501","503","499","499","499","497","499","499","500","499","503","501","505","505","495","502","499","499","497","502","505","505","501","501","502","502","499","498","499","502","500","500","497","497","500","501"
"0363","pop1","498","501","500","500","502","502","500","499","499","498","500","499","498","499","502","502","505","503","500","501","499","500","496","502","505","505","501","503","500","500","499","500","499","501","499","499","502","502","499","499"
"0364","pop1","498","499","500","504","502","502","499","499","500","499","500","499","499","499","502","502","502","502","500","500","499","503","498","500","505","505","501","501","502","500","497","500","499","502","500","498","502","497","499","497"
"0365","pop1","498","501","500","500","502","502","499","498","500","498","500","499","500","500","503","502","505","501","498","500","499","500","499","500","504","499","501","502","502","502","500","500","503","502","501","500","502","504","501","501"
"0366","pop1","499","501","500","502","502","502","499","499","500","500","500","500","498","498","501","499","506","501","500","495","500","501","497","502","506","505","501","502","500","501","499","498","502","501","500","497","502","504","500","501"
